id,CO2_working_capacity [mL/g]
1874,65.34803
1875,143.05472
1876,125.545235
1877,85.5092
1878,72.78135
1879,104.58969
1880,99.98064
1881,176.93216
1882,98.91693
1883,215.94965
1884,114.94168
1885,122.48142
1886,118.947075
1887,148.98991
1888,198.32663
1889,414.12128
1890,57.85151
1891,60.90968
1892,209.80193
1893,217.26572
1894,127.30948
1895,173.82964
1896,189.25221
1897,97.82193
1898,132.70036
1899,123.40843
1900,57.652596
1901,78.40624
1902,190.73497
1903,87.96831
1904,175.93611
1905,54.60179
1906,70.56231
1907,129.47595
1908,113.9784
1909,95.13675
1910,110.614845
1911,60.393127
1912,107.43953
1913,158.78503
1914,93.119514
1915,140.29962
1916,75.56636
1917,84.63855
1918,66.51872
1919,140.4968
1920,55.943
1921,147.78741
1922,191.3901
1923,175.435
1924,178.18504
1925,178.98608
1926,90.91048
1927,215.66028
1928,135.77635
1929,127.5516
1930,71.35697
1931,158.6823
1932,84.10284
1933,165.40979
1934,65.17491
1935,213.2492
1936,107.05525
1937,194.75095
1938,305.68484
1939,75.19113
1940,66.49351
1941,104.84817
1942,267.77048
1943,77.870026
1944,116.98386
1945,141.39221
1946,214.65672
1947,160.32242
1948,365.71973
1949,218.90108
1950,67.79586
1951,105.39835
1952,434.36404
1953,199.72498
1954,67.39244
1955,82.04066
1956,137.24428
1957,83.95589
1958,112.6687
1959,187.59698
1960,159.3892
1961,171.86824
1962,178.41495
1963,259.12936
1964,84.699265
1965,125.288414
1966,161.1354
1967,191.95447
1968,152.71805
1969,67.97434
1970,71.2056
1971,121.08475
1972,178.72365
1973,141.96178
1974,61.450043
1975,176.54932
1976,164.35953
1977,62.169983
1978,132.2469
1979,72.48024
1980,122.73567
1981,77.578125
1982,177.18571
1983,118.900826
1984,69.207466
1985,128.63321
1986,166.77274
1987,252.52031
1988,108.74236
1989,146.95415
1990,60.100372
1991,214.28659
1992,79.67797
1993,151.9628
1994,199.0107
1995,205.04626
1996,59.60974
1997,115.764595
1998,214.26776
1999,283.43048
2000,61.027466
2001,96.21943
2002,145.34854
2003,123.066216
2004,222.09232
2005,70.75803
2006,83.13664
2007,89.34463
2008,102.57037
2009,76.734406
2010,172.41151
2011,163.08086
2012,144.2408
2013,110.67544
2014,120.544235
2015,155.86313
2016,107.789764
2017,233.79895
2018,120.00727
2019,132.80855
2020,83.94963
2021,75.052284
2022,124.103676
2023,157.74269
2024,138.62062
2025,151.43825
2026,67.89254
2027,244.24924
2028,125.90606
2029,131.73836
2030,89.89686
2031,260.44083
2032,117.788376
2033,259.0041
2034,65.7299
2035,109.45274
2036,118.96042
2037,131.23099
2038,91.24456
2039,61.146675
2040,307.43695
2041,136.51497
2042,78.28957
2043,69.82787
2044,93.94088
2045,411.62552
2046,61.57377
2047,123.170494
2048,140.69759
2049,201.00119
2050,76.81507
2051,208.0234
2052,99.50453
2053,101.40962
2054,62.269573
2055,145.45717
2056,130.73006
2057,120.51024
2058,109.50386
2059,86.207596
2060,88.5092
2061,73.5646
2062,281.59845
2063,64.07904
2064,83.82348
2065,118.264854
2066,74.97381
2067,89.96567
2068,124.12812
2069,89.92248
2070,135.82101
2071,62.250626
2072,82.32985
2073,66.314804
2074,245.93199
2075,310.91443
2076,294.8904
2077,57.712
2078,62.98766
2079,79.36359
2080,73.86458
2081,108.31459
2082,157.22913
2083,127.01476
2084,192.08916
2085,117.02504
2086,105.58107
2087,94.27094
2088,145.36542
2089,116.928116
2090,70.94207
2091,118.68743
2092,105.27062
2093,97.64592
2094,92.687416
2095,66.80543
2096,256.58392
2097,90.04064
2098,104.86469
2099,157.77902
2100,147.9407
2101,125.07452
2102,161.92664
2103,116.589264
2104,72.04963
2105,83.00938
2106,176.29352
2107,158.35106
2108,77.11238
2109,120.98886
2110,204.83432
2111,170.93532
2112,111.81855
2113,62.688885
2114,302.32407
2115,110.4718
2116,75.81077
2117,94.55956
2118,57.415913
2119,131.0132
2120,158.1118
2121,94.639626
2122,65.25127
2123,103.834435
2124,123.89251
2125,99.4948
2126,85.02962
2127,73.19427
2128,105.970856
2129,232.28856
2130,84.567955
2131,381.7878
2132,189.81963
2133,114.80211
2134,119.64898
2135,96.18606
2136,213.43892
2137,245.88788
2138,71.030205
2139,158.20184
2140,76.62004
2141,92.46074
2142,95.49266
2143,186.44286
2144,110.848755
2145,88.740616
2146,112.68406
2147,106.425186
2148,129.46823
2149,232.3208
2150,114.03369
2151,137.61497
2152,79.967026
2153,149.51013
2154,105.99239
2155,309.3315
2156,274.3301
2157,114.735695
2158,83.95356
2159,69.861404
2160,177.18892
2161,100.141014
2162,83.03324
2163,64.95485
2164,172.1076
2165,228.33029
2166,221.69556
2167,81.56931
2168,265.205
2169,75.352455
2170,79.73582
2171,178.23302
2172,76.34584
2173,56.15384
2174,202.02881
2175,285.7385
2176,311.6203
2177,140.49783
2178,138.90506
2179,118.88895
2180,184.21564
2181,89.7592
2182,385.3001
2183,91.77071
2184,148.18579
2185,247.97192
2186,207.04192
2187,152.96718
2188,155.5328
2189,58.810776
2190,118.618774
2191,230.6543
2192,163.07028
2193,206.66309
2194,119.19852
2195,101.051216
2196,159.89835
2197,99.109924
2198,78.80202
2199,233.69038
2200,168.30443
2201,95.916824
2202,120.42412
2203,122.96708
2204,211.60857
2205,405.3194
2206,248.66017
2207,146.36736
2208,236.40294
2209,88.91623
2210,71.338615
2211,269.9512
2212,69.654045
2213,119.05792
2214,63.74157
2215,116.18368
2216,87.530594
2217,149.37907
2218,101.80807
2219,75.16238
2220,125.23562
2221,61.95159
2222,122.31753
2223,76.097084
2224,123.77536
2225,106.05937
2226,60.02148
2227,161.92125
2228,110.10739
2229,133.25815
2230,142.26367
2231,162.67195
2232,125.58685
2233,162.99707
2234,86.71003
2235,85.54706
2236,59.254757
2237,128.4283
2238,66.92132
2239,248.1188
2240,104.12422
2241,217.62305
2242,154.17697
2243,194.61897
2244,220.74043
2245,324.2153
2246,96.26489
2247,142.92976
2248,117.50047
2249,88.5143
2250,63.183155
2251,97.26083
2252,62.397903
2253,180.72003
2254,178.85902
2255,217.77849
2256,129.85947
2257,179.1788
2258,148.43546
2259,109.607605
2260,80.68984
2261,68.06548
2262,112.22382
2263,100.92113
2264,378.05402
2265,70.1064
2266,159.75653
2267,190.932
2268,58.885925
2269,270.50632
2270,61.032574
2271,165.37254
2272,102.34303
2273,57.69892
2274,77.46959
2275,123.23727
2276,97.74424
2277,194.85866
2278,245.15442
2279,211.77397
2280,65.0607
2281,249.85806
2282,240.38097
2283,165.5539
2284,112.016815
2285,120.76881
2286,336.7767
2287,89.26086
2288,142.76898
2289,178.9477
2290,72.57845
2291,147.41359
2292,77.39072
2293,81.39186
2294,91.111824
2295,122.788315
2296,122.95616
2297,149.05894
2298,112.45986
2299,136.13026
2300,83.66285
2301,108.48617
2302,211.21082
2303,325.41583
2304,80.78445
2305,181.28087
2306,78.88889
2307,329.15372
2308,99.765785
2309,84.11758
2310,90.12966
2311,85.11186
2312,90.36892
2313,80.26264
2314,78.951035
2315,137.93686
2316,263.46933
2317,264.64423
2318,82.12501
2319,82.87603
2320,100.02404
2321,101.67938
2322,120.53462
2323,77.43139
2324,68.258156
2325,142.27368
2326,141.5508
2327,64.7449
2328,188.3792
2329,72.853806
2330,88.38833
2331,130.92032
2332,129.90294
2333,131.74564
2334,76.305984
2335,77.930885
2336,108.03241
2337,184.20724
2338,133.77776
2339,120.62694
2340,406.02353
2341,60.236824
2342,95.3612
2343,62.73883
2344,504.3428
2345,57.322872
2346,82.21421
2347,152.8623
2348,190.10887
2349,134.75157
2350,183.175
2351,225.91241
2352,144.14436
2353,96.72991
2354,112.28477
2355,204.09886
2356,75.66034
2357,62.81476
2358,168.18001
2359,162.28108
2360,120.88208
2361,98.327545
2362,173.59956
2363,81.40397
2364,66.39785
2365,388.2243
2366,84.75054
2367,79.42065
2368,65.292915
2369,228.61613
2370,122.59748
2371,275.32007
2372,72.13845
2373,103.278435
2374,166.66278
2375,167.08157
2376,160.65192
2377,89.25458
2378,74.31129
2379,189.56946
2380,128.87985
2381,61.109398
2382,169.05019
2383,234.36266
2384,130.48895
2385,67.29109
2386,51.28036
2387,114.674194
2388,111.76989
2389,84.98081
2390,70.83294
2391,136.87138
2392,82.660255
2393,66.27694
2394,224.69745
2395,190.20212
2396,229.31822
2397,78.15428
2398,85.668686
2399,188.35744
2400,178.21712
2401,255.52861
2402,134.43913
2403,182.21687
2404,85.86416
2405,343.09482
2406,86.24068
2407,65.36642
2408,249.99928
2409,73.33626
2410,339.2373
2411,206.37137
2412,91.41247
2413,104.95619
2414,205.23764
2415,119.33548
2416,50.025253
2417,77.24132
2418,124.1392
2419,170.42787
2420,125.087326
2421,68.20844
2422,61.4311
2423,315.9876
2424,183.00609
2425,137.88428
2426,75.417244
2427,137.943
2428,185.70287
2429,86.96564
2430,104.80569
2431,136.40439
2432,88.817924
2433,62.00066
2434,330.64703
2435,115.04718
2436,110.067764
2437,65.248116
2438,94.31857
2439,100.75733
2440,124.98863
2441,257.27866
2442,75.71111
2443,300.43478
2444,110.431625
2445,123.0941
2446,76.89223
2447,135.91084
2448,79.8864
2449,164.9533
2450,139.91592
2451,62.04658
2452,98.7733
2453,199.16098
2454,107.40994
2455,114.88695
2456,86.41495
2457,202.63625
2458,83.86921
2459,184.69537
2460,109.69701
2461,85.52353
2462,120.42626
2463,106.54617
2464,207.35713
2465,65.90526
2466,122.39608
2467,81.219315
2468,205.65091
2469,71.26269
2470,126.53505
2471,124.10782
2472,78.27444
2473,66.95963
2474,110.85469
2475,64.04151
2476,131.34503
2477,69.90125
2478,122.25369
2479,75.68637
2480,134.77647
2481,191.10094
2482,120.343124
2483,64.60437
2484,59.978382
2485,67.19947
2486,211.91132
2487,180.20052
2488,119.74593
2489,65.687805
2490,108.478035
2491,263.91623
2492,193.46141
2493,101.12203
2494,101.98269
2495,135.35556
2496,188.94463
2497,67.510735
2498,223.75766
2499,94.41201
2500,152.25327
2501,242.16928
2502,105.92946
2503,93.019
2504,118.307335
2505,189.69327
2506,216.6924
2507,84.25853
2508,116.21344
2509,87.762596
2510,102.28007
2511,89.29514
2512,71.65379
2513,69.41998
2514,74.92683
2515,73.24294
2516,69.66078
2517,86.01982
2518,64.07064
2519,101.9461
2520,109.53074
2521,166.45876
2522,135.86069
2523,87.1698
2524,67.97895
2525,253.17467
2526,59.4379
2527,193.6342
2528,89.123604
2529,118.652725
2530,63.756203
2531,141.44424
2532,97.43447
2533,81.6376
2534,355.02597
2535,267.48068
2536,81.73103
2537,304.3
2538,109.793976
2539,88.27583
2540,236.04272
2541,158.10716
2542,81.52327
2543,59.842655
2544,75.010056
2545,63.52555
2546,68.71094
2547,63.713615
2548,80.112595
2549,196.60736
2550,225.02878
2551,76.964195
2552,83.31734
2553,180.48932
2554,75.25023
2555,299.2481
2556,171.43294
2557,156.65314
2558,98.97855
2559,233.46353
2560,133.9991
2561,80.27572
2562,142.86182
2563,207.42064
2564,97.135864
2565,141.35925
2566,99.110085
2567,124.43135
2568,88.480545
2569,247.71149
2570,114.21339
2571,209.09207
2572,130.69185
2573,226.57225
2574,74.06894
2575,64.14153
2576,54.947212
2577,143.1619
2578,256.31522
2579,73.97071
2580,109.243515
2581,69.563225
2582,156.64655
2583,170.33475
2584,98.68683
2585,179.42967
2586,108.49846
2587,76.73425
2588,121.689865
2589,160.41293
2590,178.40065
2591,217.88483
2592,130.0945
2593,121.69777
2594,112.62342
2595,64.59658
2596,76.59349
2597,79.48354
2598,77.692406
2599,111.65733
2600,99.58051
2601,72.801254
2602,197.89287
2603,123.07384
2604,154.94246
2605,180.49843
2606,79.91728
2607,113.92563
2608,121.94469
2609,58.221256
2610,223.82837
2611,132.54866
2612,105.4145
2613,106.26946
2614,93.45121
2615,68.741165
2616,228.16537
2617,87.55943
2618,265.30856
2619,169.59712
2620,153.32011
2621,98.14932
2622,110.676735
2623,93.41525
2624,91.26922
2625,270.7687
2626,98.51455
2627,82.76364
2628,117.676025
2629,71.60128
2630,111.407776
2631,101.59814
2632,157.65886
2633,127.60341
2634,72.16672
2635,227.52734
2636,88.123604
2637,338.3992
2638,202.01521
2639,59.8221
2640,68.75651
2641,85.73493
2642,184.70767
2643,382.51468
2644,187.14236
2645,128.43295
2646,298.9447
2647,59.53566
2648,60.493084
2649,96.56726
2650,213.54834
2651,171.17747
2652,91.85539
2653,134.92795
2654,254.17639
2655,92.31229
2656,397.88107
2657,163.29848
2658,261.33014
2659,147.92989
2660,165.56293
2661,65.740974
2662,125.25688
2663,77.261536
2664,154.69067
2665,139.1748
2666,181.902
2667,161.59634
2668,87.60587
2669,94.785
2670,114.79243
2671,197.95633
2672,163.26024
2673,81.35314
2674,176.2531
2675,503.3981
2676,123.76921
2677,121.39428
2678,66.84132
2679,66.82224
2680,107.39099
2681,94.83783
2682,125.57373
2683,105.31116
2684,225.23312
2685,96.977585
2686,200.08867
2687,57.720654
2688,172.77501
2689,103.52439
2690,136.32643
2691,157.74315
2692,142.26468
2693,70.16214
2694,174.84456
2695,185.90613
2696,172.60178
2697,180.15616
2698,76.20517
2699,226.40694
2700,227.24422
2701,101.85997
2702,260.34805
2703,67.93434
2704,95.320435
2705,68.58428
2706,56.763527
2707,62.25035
2708,217.41075
2709,126.33797
2710,57.441246
2711,212.94202
2712,182.7977
2713,92.56457
2714,210.22125
2715,96.634995
2716,83.335915
2717,100.36877
2718,77.46904
2719,131.5297
2720,171.87123
2721,188.07079
2722,71.40339
2723,301.922
2724,79.2736
2725,177.35463
2726,109.78419
2727,103.78235
2728,93.724846
2729,105.89133
2730,66.14804
2731,157.51105
2732,111.1061
2733,90.983025
2734,106.45087
2735,84.42452
2736,211.48233
2737,90.86295
2738,344.3288
2739,90.972145
2740,88.23691
2741,125.97056
2742,121.59248
2743,198.07326
2744,183.95178
2745,242.03636
2746,89.32711
2747,95.44804
2748,218.05438
2749,189.10576
2750,134.203
2751,130.61728
2752,106.326164
2753,98.83777
2754,192.18005
2755,157.8796
2756,175.48201
2757,74.794655
2758,86.34291
2759,73.669945
2760,67.33882
2761,106.57507
2762,119.24047
2763,91.437485
2764,207.03525
2765,119.938286
2766,58.718414
2767,60.092125
2768,69.38543
2769,120.79175
2770,71.294334
2771,265.29544
2772,188.00839
2773,90.82293
2774,228.96605
2775,89.856544
2776,66.980896
2777,67.04139
2778,237.04454
2779,123.154434
2780,245.17316
2781,92.80843
2782,121.48475
2783,143.59862
2784,86.49251
2785,244.03119
2786,119.72593
2787,87.78901
2788,145.4307
2789,63.230854
2790,100.5317
2791,146.71933
2792,59.948402
2793,78.49424
2794,60.760105
2795,270.6349
2796,159.99213
2797,212.9525
2798,95.827156
2799,207.24477
2800,114.748276
2801,115.56115
2802,74.642494
2803,226.64519
2804,90.10276
2805,110.3503
2806,119.47896
2807,145.41853
2808,133.7768
2809,132.55962
2810,125.34468
2811,131.2521
2812,108.39159
2813,113.54192
2814,408.1801
2815,187.5739
2816,205.44945
2817,188.02902
2818,63.806305
2819,133.85031
2820,88.67356
2821,440.60895
2822,192.94336
2823,76.45647
2824,155.40285
2825,124.73249
2826,199.9818
2827,83.53767
2828,71.29135
2829,172.5457
2830,128.60922
2831,103.50925
2832,110.443436
2833,158.20708
2834,351.68552
2835,216.00914
2836,84.75848
2837,169.20769
2838,123.78147
2839,109.855064
2840,171.20624
2841,80.46097
2842,69.49343
2843,86.1492
2844,148.04762
2845,188.0879
2846,153.18893
2847,114.984245
2848,190.20894
2849,187.50085
2850,64.23929
2851,158.02919
2852,77.627815
2853,147.86217
2854,76.267265
2855,130.907
2856,70.364525
2857,99.6449
2858,143.32272
2859,163.25192
2860,195.7855
2861,226.31241
2862,235.5029
2863,68.812706
2864,168.50446
2865,123.24648
2866,112.86441
2867,60.496387
2868,261.5234
2869,74.41729
2870,172.63107
2871,207.30319
2872,108.64867
2873,122.759186
2874,57.11414
2875,83.150925
2876,241.65782
2877,114.09914
2878,70.672714
2879,122.55111
2880,116.32789
2881,141.98647
2882,113.23349
2883,411.44495
2884,232.71999
2885,82.41047
2886,107.21106
2887,215.17209
2888,116.47642
2889,143.20355
2890,55.3503
2891,84.286415
2892,336.21844
2893,64.411026
2894,95.432526
2895,92.613754
2896,160.32655
2897,77.285965
2898,207.62372
2899,104.58856
2900,80.496346
2901,75.54895
2902,133.78563
2903,158.71912
2904,98.193405
2905,279.57092
2906,260.32358
2907,161.17746
2908,106.985916
2909,66.20272
2910,148.65678
2911,137.0794
2912,208.5084
2913,120.934746
2914,111.80214
2915,81.27743
2916,63.493835
2917,162.04053
2918,84.442245
2919,271.2612
2920,150.69447
2921,139.34679
2922,243.91158
2923,97.23169
2924,94.08682
2925,149.01251
2926,265.2326
2927,83.17733
2928,54.809822
2929,126.648285
2930,87.68058
2931,65.51168
2932,99.61132
2933,131.96573
2934,107.21543
2935,568.3355
2936,166.20581
2937,131.17635
2938,273.62286
2939,152.63684
2940,185.56187
2941,217.48732
2942,184.98515
2943,128.47
2944,96.55366
2945,71.62168
2946,64.31717
2947,74.857346
2948,83.994675
2949,316.06912
2950,60.794067
2951,84.520676
2952,138.22845
2953,93.86658
2954,102.237686
2955,128.95912
2956,72.89547
2957,165.45001
2958,82.84626
2959,269.14996
2960,91.862434
2961,63.469208
2962,104.20164
2963,123.45641
2964,99.48104
2965,59.76788
2966,158.99104
2967,444.76004
2968,126.97384
2969,293.77792
2970,123.1158
2971,236.50638
2972,91.9342
2973,136.5023
2974,147.63965
2975,94.21561
2976,104.752174
2977,293.5971
2978,65.714035
2979,76.96298
2980,477.63705
2981,91.698975
2982,65.41791
2983,95.44187
2984,139.34128
2985,57.298916
2986,174.85191
2987,69.542114
2988,63.552822
2989,110.71436
2990,54.657112
2991,133.47769
2992,184.70308
2993,74.96966
2994,61.246693
2995,197.18906
2996,331.74747
2997,176.64442
2998,75.68108
2999,237.87039
3000,171.08437
3001,154.80998
3002,121.36489
3003,110.33871
3004,81.90573
3005,74.026825
3006,91.802055
3007,65.01322
3008,206.36938
3009,81.707695
3010,189.1759
3011,151.38782
3012,95.12076
3013,309.5997
3014,88.37267
3015,172.46895
3016,94.36625
3017,95.920235
3018,195.94812
3019,157.1075
3020,194.50742
3021,54.291603
3022,73.16428
3023,64.40822
3024,89.88169
3025,81.32984
3026,85.56768
3027,213.49359
3028,124.40342
3029,59.608418
3030,107.287186
3031,103.98195
3032,315.89273
3033,68.48373
3034,423.38748
3035,66.92105
3036,171.66602
3037,56.037464
3038,237.81479
3039,80.66088
3040,198.3216
3041,113.55042
3042,74.65223
3043,124.66244
3044,311.08032
3045,117.38565
3046,76.349174
3047,94.054825
3048,98.57037
3049,195.3149
3050,73.86187
3051,120.39888
3052,64.23606
3053,277.97913
3054,340.73373
3055,108.211266
3056,107.139755
3057,221.1305
3058,65.10921
3059,192.7215
3060,198.4792
3061,490.00897
3062,95.18021
3063,122.135666
3064,65.11708
3065,99.21927
3066,228.84401
3067,76.6814
3068,83.654854
3069,67.55469
3070,62.787956
3071,75.90498
3072,62.145878
3073,103.306984
3074,72.39142
3075,95.069824
3076,197.4767
3077,114.44023
3078,90.15124
3079,116.15226
3080,117.24068
3081,133.21104
3082,140.73909
3083,293.1412
3084,96.800316
3085,54.335876
3086,106.702095
3087,79.13006
3088,265.48294
3089,164.76636
3090,159.0249
3091,66.767204
3092,66.46368
3093,196.58333
3094,332.45395
3095,96.05837
3096,88.968636
3097,164.60231
3098,71.99825
3099,117.35322
3100,69.76872
3101,319.35138
3102,144.70279
3103,154.7482
3104,110.174736
3105,107.22337
3106,71.06205
3107,101.72927
3108,276.22897
3109,401.47202
3110,86.11074
3111,286.12305
3112,116.711555
3113,95.438835
3114,135.41473
3115,77.20687
3116,98.05188
3117,84.867485
3118,121.87518
3119,203.01862
3120,130.30493
3121,117.54714
3122,134.85275
3123,95.85948
3124,194.5158
3125,116.443794
3126,195.60876
3127,284.71542
3128,60.40466
3129,68.97611
3130,93.977234
3131,74.33784
3132,207.85515
3133,73.12858
3134,76.13312
3135,264.35684
3136,148.43262
3137,69.91785
3138,70.19013
3139,70.58446
3140,134.09842
3141,149.51393
3142,149.7844
3143,180.93906
3144,109.49996
3145,154.57741
3146,214.8819
3147,295.3252
3148,121.79441
3149,91.70596
3150,107.35585
3151,67.012245
3152,118.63955
3153,138.54512
3154,84.93478
3155,102.903046
3156,201.7535
3157,178.37178
3158,134.30717
3159,102.01443
3160,135.48785
3161,68.758446
3162,113.57695
3163,131.24976
3164,277.9894
3165,232.7863
3166,60.343826
3167,91.23958
3168,229.3065
3169,61.889194
3170,84.32308
3171,108.571556
3172,114.976074
3173,262.46695
3174,217.3848
3175,166.69412
3176,247.92665
3177,87.92298
3178,122.67536
3179,74.93747
3180,129.81151
3181,210.32477
3182,241.12311
3183,89.161896
3184,381.34552
3185,195.12578
3186,191.67
3187,76.24978
3188,90.356766
3189,178.99835
3190,256.14957
3191,133.60626
3192,102.79441
3193,69.27593
3194,169.67522
3195,261.0493
3196,270.21472
3197,64.0807
3198,86.78338
3199,237.76173
3200,163.02922
3201,156.30208
3202,62.064663
3203,65.41044
3204,88.90301
3205,166.84932
3206,290.71445
3207,105.230225
3208,82.94419
3209,67.33285
3210,92.76976
3211,74.5744
3212,217.36855
3213,172.71442
3214,181.01541
3215,69.08411
3216,385.3574
3217,197.32016
3218,327.5987
3219,94.83524
3220,87.50376
3221,105.0382
3222,79.13639
3223,138.31989
3224,97.27656
3225,86.43789
3226,95.697105
3227,215.25687
3228,73.64593
3229,341.53043
3230,95.427795
3231,227.9467
3232,126.13026
3233,210.3647
3234,91.63069
3235,127.584946
3236,68.81309
3237,150.2305
3238,409.07452
3239,160.66524
3240,101.31674
3241,188.83252
3242,269.78793
3243,71.33038
3244,108.3951
3245,181.70688
3246,148.97392
3247,111.54433
3248,82.08565
3249,113.61478
3250,120.87848
3251,86.298805
3252,189.44415
3253,270.1891
3254,107.89298
3255,204.04903
3256,73.19292
3257,73.566666
3258,96.247604
3259,69.69076
3260,85.65192
3261,123.85968
3262,218.89377
3263,85.02344
3264,172.2987
3265,168.13734
3266,130.26497
3267,74.32699
3268,72.22518
3269,189.81589
3270,105.9543
3271,108.58643
3272,293.52124
3273,139.44077
3274,269.32248
3275,137.49438
3276,85.442726
3277,80.818474
3278,124.91068
3279,254.4327
3280,187.82803
3281,149.85709
3282,81.56071
3283,50.918198
3284,187.70494
3285,83.719345
3286,72.46587
3287,242.55203
3288,166.38715
3289,381.9151
3290,372.72418
3291,80.656265
3292,494.3691
3293,68.272934
3294,101.10475
3295,90.0151
3296,242.45378
3297,55.08393
3298,94.16832
3299,176.29416
3300,144.27977
3301,68.39169
3302,130.83868
3303,76.83617
3304,95.34927
3305,75.63517
3306,98.69462
3307,89.68388
3308,168.86829
3309,92.75157
3310,119.620445
3311,220.55919
3312,303.99927
3313,201.17479
3314,54.55448
3315,135.12518
3316,102.07968
3317,82.225494
3318,91.925835
3319,63.695812
3320,69.21677
3321,95.49089
3322,294.86404
3323,150.33138
3324,76.33186
3325,121.90411
3326,272.1332
3327,127.85677
3328,59.439156
3329,96.78505
3330,193.869
3331,140.97044
3332,114.179855
3333,84.32147
3334,95.30083
3335,120.12071
3336,82.96313
3337,95.52564
3338,74.85473
3339,96.38729
3340,214.24007
3341,62.66845
3342,153.36523
3343,138.82101
3344,113.2475
3345,344.1746
3346,51.362312
3347,109.10053
3348,80.31993
3349,86.10436
3350,382.35858
3351,59.643898
3352,90.17061
3353,178.05869
3354,73.00598
3355,283.20532
3356,196.31676
3357,136.53
3358,87.77725
3359,135.01178
3360,68.19576
3361,265.2356
3362,53.876667
3363,69.64579
3364,54.926247
3365,118.31788
3366,127.656334
3367,147.41087
3368,101.62112
3369,58.034214
3370,96.951706
3371,133.06969
3372,56.50749
3373,127.91512
3374,98.041504
3375,168.9682
3376,76.03349
3377,58.721306
3378,86.24826
3379,132.79288
3380,149.40906
3381,112.39923
3382,114.71457
3383,77.69797
3384,91.355286
3385,107.171326
3386,64.79275
3387,136.69789
3388,93.87498
3389,165.82918
3390,65.63828
3391,200.02611
3392,142.88908
3393,174.58249
3394,121.246445
3395,62.720764
3396,125.427185
3397,129.0505
3398,88.701614
3399,105.916214
3400,60.660027
3401,153.72295
3402,71.39695
3403,188.46275
3404,164.97191
3405,184.78288
3406,101.73596
3407,298.95834
3408,74.227165
3409,112.94636
3410,218.76491
3411,145.37837
3412,169.62181
3413,66.74098
3414,131.3876
3415,81.39259
3416,57.111614
3417,298.16962
3418,62.45327
3419,157.41016
3420,86.313515
3421,96.058426
3422,206.99815
3423,112.591515
3424,73.75799
3425,157.90715
3426,68.83439
3427,168.47702
3428,91.057724
3429,79.43282
3430,169.85085
3431,124.52646
3432,217.30896
3433,76.5333
3434,174.6826
3435,224.88173
3436,83.83541
3437,109.591034
3438,95.07423
3439,150.55527
3440,96.40455
3441,206.44252
3442,73.04681
3443,87.02211
3444,181.16574
3445,153.49329
3446,88.88464
3447,52.899117
3448,150.26416
3449,145.37453
3450,120.22523
3451,148.1857
3452,147.02336
3453,70.80756
3454,215.0203
3455,111.61223
3456,142.21127
3457,264.90823
3458,102.885124
3459,200.90381
3460,91.70966
3461,135.34264
3462,57.801483
3463,62.01284
3464,90.17245
3465,253.83983
3466,323.3451
3467,89.58998
3468,176.42036
3469,139.02904
3470,83.63378
3471,95.21698
3472,215.26253
3473,234.3519
3474,90.37738
3475,115.72132
3476,94.629486
3477,155.20929
3478,132.80824
3479,62.096184
3480,175.9783
3481,128.72723
3482,102.06028
3483,86.0057
3484,168.83458
3485,99.34802
3486,109.17595
3487,222.45238
3488,112.751755
3489,133.88062
3490,100.77082
3491,118.89697
3492,253.75146
3493,111.633896
3494,139.1374
3495,92.64847
3496,68.547386
3497,66.70551
3498,123.2959
3499,78.081566
3500,87.00389
3501,82.664276
3502,220.61989
3503,72.31354
3504,306.5776
3505,114.47259
3506,121.387695
3507,130.99583
3508,118.183754
3509,114.80558
3510,73.5353
3511,66.00145
3512,225.4359
3513,74.28929
3514,101.1106
3515,127.882576
3516,75.89951
3517,96.248474
3518,235.88045
3519,376.24084
3520,66.711395
3521,259.1274
3522,104.00912
3523,143.99178
3524,67.293106
3525,156.60995
3526,171.06915
3527,69.27596
3528,135.1568
3529,87.76642
3530,309.57785
3531,98.004234
3532,308.5975
3533,162.56741
3534,195.1038
3535,127.2657
3536,255.21791
3537,90.75759
3538,218.06493
3539,95.81812
3540,250.19356
3541,332.11484
3542,85.988884
3543,68.7852
3544,219.7071
3545,62.24946
3546,73.68566
3547,59.210938
3548,90.36494
3549,74.165016
3550,116.927284
3551,191.30666
3552,78.69878
3553,95.39751
3554,61.150593
3555,104.710526
3556,197.13629
3557,84.08196
3558,91.443275
3559,476.19656
3560,164.97025
3561,198.31474
3562,76.37565
3563,62.542427
3564,130.02887
3565,89.23963
3566,196.17366
3567,297.8282
3568,63.622147
3569,97.49855
3570,286.96518
3571,283.82025
3572,182.55759
3573,150.60492
3574,135.64177
3575,210.41995
3576,123.54063
3577,100.68907
3578,91.115204
3579,162.47841
3580,136.10234
3581,89.78889
3582,277.99057
3583,64.88386
3584,100.03694
3585,174.7275
3586,80.55067
3587,103.663345
3588,152.87947
3589,100.8248
3590,192.92593
3591,148.33456
3592,63.31333
3593,163.57433
3594,238.89102
3595,121.662285
3596,126.47102
3597,94.6806
3598,104.41175
3599,209.44113
3600,132.45717
3601,83.793076
3602,159.4725
3603,117.681755
3604,102.99326
3605,94.1149
3606,104.13406
3607,77.71602
3608,307.3221
3609,222.68687
3610,160.25029
3611,239.17929
3612,64.63485
3613,177.94244
3614,63.618736
3615,175.75328
3616,196.71944
3617,234.31686
3618,84.15703
3619,95.915474
3620,158.1824
3621,285.5983
3622,74.01636
3623,242.11473
